Age,Income,Recency,TotalSpending,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,TotalChildren
42,59868.0,37,1194,11,2,12,6,1
54,65695.0,50,656,5,4,10,4,1
58,64857.0,78,1540,7,5,10,4,0
49,45143.0,74,311,6,1,5,7,1
59,74805.0,14,820,4,7,10,2,1
25,59060.0,77,274,3,1,7,4,1
52,27238.0,39,57,3,0,3,9,2
49,47009.0,89,448,3,2,8,4,1
41,46094.0,62,44,1,0,3,7,2
42,40321.0,59,102,3,0,3,7,2
30,37235.0,68,61,1,1,2,4,1
54,81843.0,13,1643,5,9,12,3,0
56,46692.0,37,397,6,1,5,6,1
46,77382.0,36,1121,5,7,12,1,1
37,37774.0,28,473,7,2,3,9,2
40,18393.0,2,50,3,0,3,8,1
52,72828.0,17,1678,6,3,13,7,1
32,24711.0,86,58,3,0,3,7,0
39,45503.0,54,170,3,1,4,5,1
32,6560.0,2,373,1,0,1,17,0
69,71604.0,3,1196,8,3,5,4,0
35,27244.0,84,101,2,2,2,7,1
45,48752.0,8,316,6,1,5,9,2
52,71434.0,4,1400,7,4,7,4,1
66,90842.0,57,1424,4,9,13,1,0
36,88097.0,24,844,6,5,8,9,1
39,51948.0,51,311,5,2,4,5,1
32,71853.0,29,1149,2,8,6,1,0
31,35876.0,13,129,3,1,3,6,0
62,40049.0,23,32,1,0,3,6,1
32,39660.0,36,299,7,1,3,9,1
52,50127.0,88,320,5,1,6,6,1
37,43263.0,2,441,5,2,6,5,1
65,62845.0,3,1178,3,4,10,8,2
24,18929.0,15,85,1,0,4,6,0
32,24367.0,58,24,1,0,2,9,1
39,33249.0,11,112,2,1,3,6,1
55,26887.0,27,30,1,0,3,6,1
31,50150.0,32,410,5,2,7,5,0
38,62061.0,12,800,10,4,7,6,1
52,85696.0,88,1313,4,6,9,1,0
58,76542.0,91,1483,4,8,10,2,0
21,70515.0,12,1258,6,6,4,2,0
27,18227.0,21,28,0,1,2,8,1
49,69139.0,23,227,4,1,5,4,1
32,69109.0,10,1555,6,6,7,4,0
52,69627.0,35,861,8,2,11,5,1
36,38136.0,69,103,3,1,2,8,1
68,62159.0,68,634,6,2,10,4,0
51,80695.0,85,1918,5,8,5,2,0
43,33316.0,34,131,2,1,4,6,2
46,58554.0,55,586,8,2,6,7,2
22,17256.0,10,62,2,1,2,8,1
40,53034.0,30,447,6,1,7,8,2
64,52203.0,36,939,8,7,11,6,0
37,59601.0,14,797,2,2,7,8,1
56,75154.0,79,1143,6,3,6,3,1
38,47025.0,52,415,6,3,5,6,1
41,37971.0,97,30,1,0,3,8,1
46,41335.0,24,187,4,1,4,7,1
56,67267.0,0,251,3,2,5,2,1
39,57338.0,96,237,4,1,5,5,1
54,50523.0,89,91,2,0,4,6,2
49,35791.0,94,35,1,0,3,8,3
54,50611.0,98,493,4,5,7,6,1
45,56242.0,72,971,8,4,11,6,1
54,48904.0,1,371,7,2,4,8,1
39,56243.0,26,396,4,2,8,5,3
29,21355.0,5,68,2,1,2,6,1
43,57420.0,22,322,5,1,6,7,1
44,51371.0,39,317,4,2,6,5,1
59,46390.0,56,222,4,2,3,7,1
58,54342.0,74,177,3,1,4,6,2
56,51371.0,87,45,1,0,3,5,2
50,51371.0,49,21,1,0,2,7,2
41,20895.0,24,45,2,0,3,9,1
66,92344.0,9,1899,5,10,5,1,0
42,51371.0,17,42,1,0,3,7,1
38,26907.0,10,22,1,0,3,7,2
34,44964.0,35,41,1,0,3,8,2
35,75507.0,56,1440,8,6,6,3,0
42,53761.0,7,325,4,4,3,5,2
41,22682.0,51,95,2,1,4,4,1
42,38887.0,17,42,1,0,3,7,1
39,41658.0,30,72,1,1,2,4,2
42,29791.0,21,20,2,0,3,5,1
58,63915.0,2,789,6,3,12,5,2
40,39996.0,85,15,1,0,2,6,2
42,26759.0,65,59,2,1,3,6,1
46,63841.0,64,908,9,3,9,6,1
45,51039.0,11,417,6,2,4,7,2
53,60544.0,92,289,5,1,5,6,2
42,65685.0,54,769,9,2,9,5,1
61,37716.0,4,188,4,1,3,7,1
57,36864.0,53,354,5,2,4,8,1
44,44511.0,39,727,8,4,8,8,1
47,36947.0,49,146,3,0,4,9,2
63,47352.0,70,319,6,1,5,7,1
61,67087.0,40,794,7,5,8,4,1
64,57045.0,40,454,4,2,9,3,1
61,36957.0,43,152,3,2,2,9,2
37,69389.0,17,797,7,2,12,4,1
42,80134.0,40,1690,5,3,6,6,1
45,43142.0,84,20,1,0,2,7,2
70,80589.0,25,1428,5,10,5,1,0
24,34412.0,62,209,5,0,3,9,1
35,57537.0,83,545,4,3,8,4,1
48,22634.0,47,96,2,1,2,8,0
66,51315.0,45,222,2,2,5,2,0
42,36026.0,34,61,2,0,3,6,3
41,24639.0,3,44,2,0,4,6,2
42,34578.0,1,8,1,0,2,6,3
42,65704.0,18,817,2,10,10,1,0
48,63810.0,45,1371,4,3,12,8,1
45,54132.0,81,42,1,0,3,7,1
55,18690.0,77,60,1,1,2,8,0
44,28164.0,23,78,2,0,4,7,1
40,34596.0,48,23,1,0,2,8,1
42,43269.0,61,19,1,0,2,8,1
56,38741.0,60,61,2,0,3,7,2
42,31907.0,75,449,6,1,6,7,0
31,27100.0,64,37,1,0,3,7,1
41,31163.0,54,38,1,0,3,6,1
29,92533.0,84,1131,6,5,11,2,0
41,34853.0,75,34,2,0,3,6,2
47,70844.0,16,294,6,1,5,7,2
35,31086.0,79,48,1,1,2,8,2
53,60544.0,92,289,5,1,5,6,2
28,20491.0,16,30,0,1,2,7,0
50,42523.0,96,125,1,1,4,2,0
31,39922.0,30,156,3,0,4,8,1
62,33402.0,60,70,2,1,3,8,2
65,36408.0,11,22,1,0,2,6,2
35,21645.0,75,65,3,0,3,9,1
66,78427.0,36,1930,3,7,10,3,0
68,82657.0,71,2283,7,5,10,4,0
56,51876.0,88,310,2,2,8,1,0
43,78041.0,93,1319,4,4,9,2,0
57,52852.0,93,879,10,7,5,8,1
32,70038.0,54,1244,4,4,8,2,0
41,69401.0,41,690,4,4,5,2,1
42,46053.0,46,209,3,2,4,5,1
49,77343.0,28,1134,3,4,9,1,0
61,73892.0,40,1507,3,11,8,1,0
47,40304.0,82,57,2,0,3,7,1
49,32727.0,38,529,7,3,5,8,0
45,68695.0,3,1091,4,4,7,2,0
43,43300.0,87,180,4,0,4,8,1
42,26290.0,49,77,2,0,4,6,2
44,93790.0,16,2349,6,7,12,2,0
40,38410.0,65,534,5,2,9,6,0
64,64866.0,9,556,7,3,7,5,1
55,57957.0,24,637,4,6,8,3,1
59,46015.0,25,46,1,0,3,7,2
36,16531.0,43,44,3,0,3,7,1
28,28072.0,10,47,1,0,3,7,1
51,49476.0,29,795,2,11,5,2,1
61,50725.0,45,586,8,1,8,8,1
62,83844.0,57,1574,4,4,11,1,0
64,41145.0,20,13,0,0,3,3,2
44,67419.0,29,1471,9,4,8,5,1
44,23162.0,82,65,1,1,3,6,2
37,34380.0,68,175,4,1,3,8,1
48,34704.0,65,40,1,0,3,5,1
45,94871.0,99,1078,8,5,4,7,2
56,65148.0,9,1115,6,6,7,4,1
60,39898.0,20,134,3,0,4,7,1
58,64857.0,78,1540,7,5,10,4,0
44,59892.0,26,87,2,1,3,3,1
27,41020.0,68,217,3,2,4,3,0
53,57072.0,79,1034,7,5,13,5,1
35,60474.0,25,1180,10,2,12,7,1
54,62807.0,83,819,5,3,12,5,1
33,19414.0,32,32,1,0,3,8,1
34,19107.0,49,46,1,0,3,7,1
38,75484.0,50,1159,7,3,6,4,1
38,70379.0,84,860,6,3,13,4,1
44,79419.0,96,1631,4,6,4,2,0
68,64014.0,56,444,8,2,5,7,3
59,76998.0,85,1910,11,8,8,6,1
42,49854.0,63,380,6,2,5,6,1
43,60585.0,17,736,7,4,9,5,2
64,42873.0,11,269,6,1,4,8,2
26,87679.0,62,2524,7,11,10,4,0
36,57867.0,48,612,7,2,9,6,1
24,35765.0,86,75,2,0,4,6,1
55,65492.0,73,1045,4,7,13,2,0
37,32952.0,36,55,2,0,3,7,1
45,53374.0,34,1064,4,2,9,9,1
55,71706.0,16,1443,9,5,7,5,1
26,68487.0,48,1366,9,7,13,4,0
39,53253.0,61,436,4,3,5,5,2
41,31163.0,54,38,1,0,3,6,1
37,42014.0,56,436,7,1,6,8,1
41,54108.0,74,747,8,2,9,8,2
59,49667.0,35,1396,5,10,5,8,0
40,63206.0,65,928,4,3,6,2,0
42,57136.0,48,642,5,2,10,6,2
39,46772.0,88,1048,11,8,5,8,1
43,78931.0,19,943,2,8,13,1,0
56,53977.0,21,907,5,5,12,5,1
26,84219.0,27,1198,3,4,10,1,0
39,46098.0,86,120,3,2,2,8,2
49,73538.0,92,1658,10,4,9,7,1
28,79529.0,1,1638,4,8,9,2,0
37,20981.0,14,73,3,1,2,8,0
34,51766.0,74,275,4,2,4,5,1
52,55759.0,84,854,10,3,8,8,1
36,33039.0,4,78,2,0,4,5,1
42,37787.0,50,106,3,0,3,8,1
44,27242.0,2,106,2,0,3,9,1
31,87188.0,73,1923,10,2,6,3,0
43,69930.0,21,1662,4,5,12,3,0
38,37697.0,82,84,2,1,3,6,1
41,37401.0,14,48,2,0,3,7,1
41,3502.0,56,5,0,0,0,14,1
38,58597.0,20,733,7,4,9,7,2
66,82032.0,54,1234,4,6,7,1,0
56,28087.0,77,112,2,2,2,7,2
27,74004.0,5,1658,4,6,4,3,0
54,19740.0,65,55,1,1,3,5,1
39,57036.0,33,1513,6,3,13,9,1
56,53083.0,65,271,5,1,5,7,2
39,69283.0,41,904,7,3,13,5,1
39,46098.0,86,120,3,2,2,8,2
26,23331.0,92,103,3,0,3,8,1
26,23331.0,97,269,5,1,5,9,1
25,9255.0,91,22,1,1,2,8,1
55,67786.0,0,1156,3,6,6,1,0
43,71969.0,59,1086,3,4,9,8,1
47,59235.0,4,1128,11,2,12,7,1
25,31928.0,5,72,3,0,4,7,1
53,74881.0,48,964,9,2,12,5,2
36,65819.0,99,1383,5,4,10,3,0
61,51411.0,81,18,0,0,3,5,3
50,51983.0,95,793,9,2,10,7,1
28,42386.0,43,100,3,0,3,8,1
27,30390.0,5,80,2,0,3,6,0
51,30983.0,50,167,4,0,3,8,0
57,66033.0,76,677,8,3,7,7,1
39,37284.0,46,23,0,0,3,6,2
63,57530.0,68,92,1,1,4,1,1
49,76800.0,33,641,4,4,7,1,0
58,63943.0,50,1106,6,4,6,5,1
52,76081.0,85,1033,4,5,4,2,0
40,67445.0,63,1174,9,6,12,6,1
47,37054.0,89,25,1,0,3,7,2
52,47175.0,81,240,4,2,4,8,2
38,31859.0,77,20,1,0,2,7,1
53,27215.0,50,102,2,1,4,6,3
38,70179.0,10,1034,7,3,13,5,1
31,39922.0,30,156,3,0,4,8,1
38,49681.0,66,458,7,1,7,7,2
26,24645.0,16,17,1,0,2,8,1
60,79865.0,12,792,5,10,5,1,1
29,44322.0,30,92,3,0,3,8,1
62,47958.0,8,407,6,3,5,5,1
50,63972.0,93,1269,5,4,10,4,1
60,75315.0,14,841,5,4,12,2,1
64,55517.0,53,633,11,1,6,9,2
57,75283.0,26,1019,6,3,5,4,3
68,82800.0,23,1315,7,6,12,3,0
60,38998.0,92,54,2,0,3,8,2
23,90638.0,29,2525,3,4,10,1,0
28,27161.0,41,52,1,0,3,7,1
37,42014.0,56,436,7,1,6,8,1
54,38201.0,19,268,5,1,5,8,1
32,45203.0,4,147,3,1,3,6,2
67,81574.0,89,1798,4,5,8,1,0
22,34935.0,71,137,2,1,4,7,0
38,60482.0,81,507,7,2,7,7,1
58,34633.0,31,15,1,0,2,6,3
67,78093.0,53,1105,4,7,5,1,0
64,82460.0,78,974,5,3,6,1,0
48,45903.0,80,66,2,1,3,4,1
27,81361.0,18,778,3,10,13,1,0
41,35860.0,37,49,1,1,2,5,2
62,40442.0,52,169,3,1,4,7,2
49,61482.0,39,299,3,2,6,2,0
34,34968.0,11,221,3,2,5,7,1
27,75794.0,33,1682,7,5,12,3,0
52,31497.0,22,155,3,1,4,8,1
59,74268.0,83,892,4,3,5,2,0
26,13724.0,43,58,2,0,2,9,1
49,45143.0,74,311,6,1,5,7,1
47,52569.0,54,95,2,0,4,3,1
41,48432.0,3,424,7,1,6,8,1
54,17144.0,96,47,3,0,4,7,2
30,36108.0,68,339,7,1,4,9,1
43,76445.0,2,1410,2,5,13,6,1
39,36663.0,40,35,1,1,3,2,1
49,53843.0,64,562,8,5,3,7,1
58,90226.0,26,2352,4,7,12,2,0
59,70638.0,69,1334,4,5,10,3,0
54,44512.0,57,32,1,0,3,4,2
53,27116.0,78,41,2,0,3,7,2
51,54072.0,71,39,2,0,2,8,2
37,71855.0,59,1141,5,5,11,3,1
24,51250.0,28,710,10,5,4,9,1
41,60432.0,61,401,7,2,5,6,1
50,65526.0,22,506,4,4,8,2,1
26,68655.0,95,1538,4,5,11,3,0
36,12393.0,38,57,2,0,3,9,0
24,64509.0,19,1722,6,3,9,4,0
39,33955.0,92,270,5,1,5,8,1
37,31353.0,24,31,1,1,2,8,2
30,55434.0,21,882,5,3,13,4,1
31,28359.0,35,16,1,0,2,7,1
27,57100.0,9,311,3,2,7,3,1
49,69139.0,23,227,4,1,5,4,1
58,52973.0,92,1152,9,6,9,8,1
49,51717.0,55,122,3,0,4,7,1
43,18793.0,14,77,2,0,4,8,1
32,66664.0,78,1289,5,7,6,3,0
55,50664.0,64,561,8,1,6,9,2
51,54414.0,49,211,3,1,5,4,2
62,54549.0,8,233,5,1,4,7,1
43,47111.0,35,1092,3,2,10,9,1
51,41003.0,11,601,6,2,8,6,0
32,19444.0,8,54,4,1,2,7,1
38,36301.0,53,78,3,0,3,7,1
67,73059.0,36,1095,9,3,13,4,1
45,42731.0,64,244,4,1,5,5,1
55,52854.0,43,116,2,1,4,5,2
36,22775.0,40,15,1,0,2,8,1
66,46681.0,52,425,4,6,4,5,2
59,59821.0,11,734,11,2,7,8,1
60,50002.0,21,638,8,2,7,7,1
69,69755.0,23,894,3,6,12,1,0
45,44078.0,17,41,2,0,3,5,2
38,30560.0,6,31,1,0,3,7,1
45,35924.0,56,34,1,0,3,5,2
50,64140.0,71,1750,2,5,6,5,2
33,56386.0,51,612,9,1,7,9,2
35,24594.0,94,29,1,0,3,5,1
33,75774.0,27,823,7,5,8,4,1
54,39228.0,1,20,0,0,3,4,0
40,58494.0,56,396,6,2,6,6,1
33,58684.0,71,813,5,3,12,2,0
47,57136.0,18,1179,7,5,7,6,0
64,56551.0,48,138,2,1,4,4,2
32,22448.0,86,55,2,1,3,3,1
53,82014.0,48,1511,3,6,12,6,0
51,34213.0,2,117,3,1,2,9,2
37,157146.0,13,1730,0,28,0,1,0
67,25358.0,57,32,1,0,3,6,1
36,35544.0,77,67,2,0,3,7,1
60,36634.0,0,335,5,2,5,7,1
60,62670.0,57,825,5,3,13,3,1
42,50334.0,24,694,7,4,6,6,1
33,72066.0,55,1792,4,6,6,2,0
56,50729.0,62,496,6,2,7,6,2
46,34916.0,89,231,5,1,3,9,2
38,64892.0,77,902,6,4,12,4,1
48,43602.0,45,68,3,1,2,6,2
25,33996.0,46,71,1,1,3,4,0
29,41473.0,80,76,2,0,3,7,1
47,63246.0,60,772,6,3,12,4,2
55,36732.0,71,47,1,1,4,2,2
44,69084.0,43,1586,7,3,13,8,1
47,77766.0,97,1529,11,10,11,6,1
29,37929.0,49,265,4,2,5,7,0
63,86610.0,66,1603,5,6,6,2,0
28,80141.0,20,2091,7,4,10,6,0
59,72635.0,54,981,6,8,6,3,0
44,69016.0,61,1533,8,9,13,5,1
23,20193.0,18,82,1,1,4,4,0
39,27573.0,45,244,5,1,4,8,1
35,15862.0,26,36,1,0,3,8,1
38,49544.0,0,404,5,1,8,7,1
34,33228.0,28,71,2,0,3,7,1
36,70440.0,49,1572,5,10,7,3,0
43,38232.0,84,122,3,1,3,5,2
59,22554.0,38,41,2,0,4,5,2
31,23536.0,53,10,0,0,3,3,1
62,49413.0,88,304,4,2,5,5,1
45,42231.0,99,37,1,0,3,5,2
34,78789.0,12,1754,4,6,5,2,0
46,56534.0,35,815,10,4,7,8,1
43,58350.0,5,1001,8,3,12,6,1
25,81217.0,77,1157,3,7,11,1,0
63,49090.0,45,688,7,2,9,7,1
27,61787.0,71,1319,8,4,6,5,0
29,18169.0,40,21,1,0,2,8,1
33,24336.0,82,31,1,0,2,7,1
24,18222.0,70,67,2,0,3,8,0
62,62335.0,87,708,3,3,13,2,1
43,42033.0,95,25,1,0,2,7,2
31,86580.0,72,746,4,2,5,1,0
57,41437.0,5,32,1,0,3,7,2
63,73705.0,86,1695,9,6,8,5,2
38,61064.0,80,1080,8,4,11,6,1
59,38452.0,62,72,3,0,3,7,2
25,18358.0,49,57,3,0,4,7,1
41,55012.0,85,660,8,2,9,5,1
41,9722.0,7,103,3,1,3,8,1
30,38175.0,6,153,3,1,4,7,1
58,58656.0,25,1220,7,8,13,6,1
49,52117.0,55,279,5,2,4,7,1
36,64813.0,81,745,7,2,10,5,1
41,54222.0,98,264,3,3,5,3,1
28,83512.0,31,2157,4,7,10,1,0
55,77520.0,30,1526,8,7,7,4,1
36,41154.0,98,69,1,0,4,5,1
48,80398.0,92,1597,5,8,12,3,0
22,18746.0,41,64,3,0,3,6,1
30,35196.0,68,497,6,1,5,8,1
58,60230.0,78,1067,6,3,6,5,1
37,22108.0,46,31,2,0,3,7,2
40,44392.0,71,211,4,1,4,7,2
38,55424.0,6,877,7,5,9,6,1
35,17688.0,82,11,1,0,2,8,1
31,92491.0,71,2034,7,5,12,3,0
23,90273.0,32,1991,5,6,7,2,0
52,82571.0,28,1686,6,5,13,2,0
32,38513.0,20,324,6,1,5,8,1
35,16653.0,10,69,2,1,3,6,1
59,42586.0,7,252,4,1,6,8,2
49,23529.0,67,54,1,1,2,6,1
53,74881.0,48,964,9,2,12,5,2
63,71107.0,61,1327,7,6,13,4,1
50,46910.0,36,68,2,0,3,6,2
55,18690.0,77,60,1,1,2,8,0
59,37244.0,90,55,1,1,2,7,2
48,82427.0,35,1456,3,5,12,1,0
56,75342.0,38,563,5,2,10,4,1
60,70044.0,46,1504,7,10,5,5,1
47,79146.0,33,564,8,1,8,6,2
51,77437.0,70,1125,4,5,13,1,0
55,54984.0,51,358,6,1,6,7,1
43,42403.0,18,42,1,0,3,8,1
50,55761.0,97,184,4,1,3,6,1
31,37292.0,32,460,6,3,5,8,1
69,45576.0,9,145,3,1,3,8,0
67,70321.0,6,1376,6,5,13,4,0
45,58086.0,80,792,11,3,7,8,1
62,81795.0,74,1382,4,11,7,2,0
67,28389.0,49,28,1,0,2,7,0
68,66835.0,21,1033,6,4,13,2,0
45,69901.0,95,882,7,3,10,5,1
65,80360.0,56,2231,4,4,5,2,0
53,63342.0,48,1101,8,3,5,6,1
40,44989.0,26,369,5,1,5,6,1
34,31859.0,3,48,1,0,3,7,1
65,51569.0,39,467,7,1,7,8,1
43,30372.0,33,44,2,0,3,7,2
35,16014.0,42,38,1,1,4,3,2
46,41120.0,80,81,2,1,3,6,2
43,39763.0,9,167,5,1,2,9,1
59,38725.0,52,45,1,0,4,4,2
42,77981.0,78,664,7,4,7,5,1
50,62905.0,68,622,7,2,8,4,1
35,13533.0,45,48,2,0,3,7,1
39,59481.0,47,461,3,3,8,2,1
37,72117.0,34,1073,9,7,9,5,1
28,21955.0,81,55,2,1,3,6,1
58,67131.0,72,976,9,2,12,6,1
34,36802.0,23,20,1,0,3,5,1
32,71853.0,29,1149,2,8,6,1,0
53,28249.0,80,43,2,0,3,6,0
39,47808.0,30,224,3,2,3,7,1
40,25509.0,15,101,3,0,3,9,1
68,51012.0,86,209,4,1,4,6,0
29,70596.0,68,968,3,5,12,2,0
62,85431.0,54,1165,2,7,7,0,0
47,42664.0,44,24,1,0,3,6,1
59,42586.0,7,252,4,1,6,8,2
29,29760.0,87,165,3,1,4,8,1
37,28973.0,59,269,5,1,5,8,0
41,39435.0,16,102,3,1,2,7,1
30,65370.0,1,461,2,3,13,1,0
35,20194.0,64,47,2,0,3,6,1
38,42473.0,72,144,2,1,4,5,2
46,64590.0,98,1338,9,4,10,6,0
55,71232.0,91,917,11,2,10,7,1
43,34600.0,8,318,5,2,5,8,2
47,46904.0,20,253,5,1,4,8,2
41,49094.0,6,502,6,3,6,6,1
31,36075.0,54,119,2,0,4,6,1
35,60839.0,72,1250,2,2,12,8,2
35,77298.0,46,969,6,6,11,3,1
64,34026.0,11,76,2,1,3,5,2
51,48918.0,21,62,1,0,4,4,2
52,82122.0,89,1382,3,9,13,1,0
38,37697.0,82,84,2,1,3,6,1
62,34074.0,69,255,3,3,3,6,2
54,28520.0,55,43,1,1,2,6,2
59,62535.0,13,398,3,2,8,3,1
37,36273.0,80,76,3,0,3,6,1
50,63404.0,97,902,6,3,4,4,2
33,75774.0,27,823,7,5,8,4,1
38,78416.0,99,1179,7,7,10,3,1
40,75702.0,87,1921,10,5,13,6,1
63,59385.0,85,185,3,1,4,5,2
48,37070.0,30,433,5,1,8,7,2
63,44689.0,82,34,1,1,2,7,2
56,53977.0,21,907,5,5,12,5,1
48,7144.0,92,416,23,1,1,0,2
50,18701.0,95,44,2,0,4,5,2
58,90369.0,2,1588,4,6,6,1,0
40,63159.0,74,1797,3,5,8,3,0
48,37758.0,49,40,1,0,3,8,2
51,46757.0,71,1143,4,4,7,9,1
45,79734.0,72,914,4,3,6,1,0
22,63207.0,68,1502,2,3,6,7,0
60,72071.0,4,1338,5,4,8,2,1
31,21840.0,80,27,1,0,3,9,1
32,58582.0,15,763,9,2,9,5,1
63,72282.0,70,1331,5,7,9,7,0
58,50387.0,91,525,6,2,8,5,2
53,32583.0,10,9,1,0,2,7,2
52,62568.0,99,953,5,3,5,4,1
43,44635.0,25,68,2,0,3,7,2
43,33316.0,34,131,2,1,4,6,2
46,63967.0,57,882,4,4,12,2,1
36,52513.0,84,1149,9,5,9,7,0
45,25293.0,51,37,1,1,2,8,1
49,54111.0,97,388,5,2,6,5,1
28,78394.0,13,1428,4,6,5,2,0
56,80739.0,92,1633,3,11,9,1,0
39,22669.0,30,173,4,1,2,9,1
27,29236.0,30,99,4,0,3,9,1
55,44911.0,11,215,4,1,4,7,1
52,54693.0,72,929,6,4,13,6,1
40,48186.0,39,219,4,1,4,7,1
37,54809.0,0,174,2,1,5,4,2
36,41580.0,15,92,2,1,3,5,2
44,80336.0,12,1052,2,9,13,1,0
57,47743.0,56,275,4,1,6,6,1
59,62972.0,39,587,7,4,3,6,1
60,57333.0,55,1662,8,5,9,6,1
32,32313.0,60,159,4,0,4,9,1
61,84953.0,73,1024,3,10,4,2,0
46,27071.0,90,35,2,0,3,6,1
57,68148.0,86,1042,4,4,6,2,0
49,65735.0,37,395,6,2,6,7,2
39,86836.0,7,557,6,10,6,5,0
51,4023.0,29,9,0,0,0,19,2
24,30093.0,19,69,2,0,3,7,0
48,57705.0,14,486,8,1,6,6,1
26,25008.0,72,34,1,0,3,8,1
19,83257.0,56,1365,5,10,12,6,0
39,22280.0,85,13,1,0,2,8,1
36,72159.0,62,1401,4,6,10,2,0
53,64260.0,1,1574,4,5,4,3,0
30,82733.0,28,1323,8,4,7,4,0
43,74290.0,70,1217,10,8,10,6,1
63,58217.0,84,103,2,0,4,6,3
38,21024.0,89,84,2,0,4,7,0
42,70116.0,73,1536,2,8,12,1,0
29,54006.0,42,581,8,1,7,7,1
48,69063.0,16,928,5,3,5,3,1
39,11448.0,16,14,1,0,2,6,0
35,61825.0,56,424,4,2,8,4,1
43,70886.0,65,960,5,4,4,2,1
32,69109.0,10,1555,6,6,7,4,0
41,60208.0,13,656,8,3,7,7,2
46,32889.0,78,55,2,1,3,5,2
30,34738.0,51,20,1,0,3,6,1
43,30538.0,27,367,9,0,4,10,1
37,82326.0,30,2257,5,10,6,2,0
47,26642.0,71,42,2,0,3,6,1
50,69932.0,97,1049,7,6,11,4,1
42,44503.0,83,48,2,0,3,6,2
66,60200.0,3,685,6,2,11,6,1
62,49638.0,71,39,1,0,3,2,1
27,23830.0,3,43,1,0,3,7,0
55,33051.0,15,835,9,1,8,9,0
56,72905.0,52,1515,3,7,9,1,0
63,69702.0,8,1039,7,7,10,4,1
39,70300.0,89,1596,5,5,13,8,1
30,70643.0,66,1828,5,8,4,6,0
45,30396.0,22,34,1,1,2,7,1
46,50616.0,56,149,4,0,4,7,1
45,62772.0,74,946,5,6,11,2,1
29,30298.0,48,28,1,1,3,3,0
30,52413.0,67,450,7,1,7,7,1
57,44155.0,24,46,1,1,2,4,2
43,86979.0,67,1702,5,5,5,2,0
39,76532.0,38,820,9,5,7,5,2
32,42081.0,86,382,6,3,4,6,1
26,67546.0,90,2126,4,10,5,3,0
25,88420.0,87,2069,4,7,8,1,0
29,31158.0,62,72,2,0,3,8,1
46,61671.0,23,732,10,4,6,8,1
40,69719.0,99,801,2,3,5,1,0
65,49160.0,29,236,3,1,6,6,1
36,24882.0,52,80,1,1,2,6,1
60,90933.0,90,1685,4,6,4,1,0
69,113734.0,9,277,27,0,0,1,0
64,59292.0,71,507,3,5,8,3,1
50,45759.0,13,68,2,0,3,7,2
31,22148.0,16,49,1,0,3,7,0
27,73395.0,94,397,4,4,6,2,0
43,29819.0,77,39,3,0,3,6,1
46,45688.0,20,306,3,1,8,4,1
60,62820.0,51,976,3,4,6,1,0
43,60491.0,81,1028,6,11,7,5,1
28,33235.0,71,70,3,0,3,7,1
55,35701.0,36,46,1,0,3,6,0
34,31535.0,95,51,1,1,2,7,1
54,92556.0,32,1263,3,5,13,0,0
44,67384.0,32,1490,7,8,5,5,1
43,80573.0,85,1564,4,6,13,2,0
47,77870.0,93,1815,5,5,5,8,1
51,52278.0,24,1198,10,5,10,8,1
46,57107.0,44,416,4,4,8,8,1
24,18929.0,15,85,1,0,4,6,0
33,36038.0,82,47,3,0,3,6,1
38,20180.0,27,137,2,1,4,7,0
49,34230.0,72,21,1,0,2,7,2
37,31878.0,7,70,1,0,4,3,1
42,70932.0,57,909,6,2,12,3,1
58,91249.0,84,1676,7,9,6,4,0
71,77598.0,53,1735,7,5,13,3,0
55,80982.0,48,1191,11,5,11,5,2
37,22701.0,2,24,1,0,3,5,1
45,55212.0,65,1182,4,2,11,8,1
44,70617.0,45,1280,3,3,7,2,0
57,64849.0,42,1336,9,3,6,5,0
49,62694.0,29,749,9,3,7,7,2
40,61917.0,83,91,2,0,4,5,2
67,67472.0,93,414,4,2,7,3,1
32,21059.0,40,44,3,0,3,6,1
46,29543.0,47,63,3,1,2,7,2
63,75903.0,50,901,6,6,9,3,1
39,34984.0,40,38,1,0,3,7,2
58,54998.0,3,455,4,2,9,4,1
65,54356.0,62,775,11,2,8,8,1
55,34242.0,25,15,0,0,3,5,1
41,25410.0,48,38,1,0,4,4,1
30,73356.0,56,1512,5,11,5,2,0
64,28320.0,68,43,1,0,3,8,1
37,23763.0,64,42,1,0,3,7,1
30,72570.0,67,1089,4,6,12,1,0
38,34529.0,94,162,2,2,3,7,1
63,70792.0,82,1272,3,4,10,3,0
32,63211.0,3,1173,3,8,7,2,0
40,83891.0,24,816,4,7,10,1,1
46,36065.0,54,74,3,0,3,8,2
60,39898.0,20,134,3,0,4,7,1
74,51141.0,96,157,3,1,4,5,0
38,56939.0,19,561,3,3,10,3,1
63,80872.0,60,1336,4,4,10,1,0
38,72335.0,2,2092,10,4,8,8,0
50,61798.0,13,463,4,2,9,4,0
64,76842.0,37,1130,1,8,7,0,0
38,29478.0,59,20,1,0,3,6,1
58,46998.0,55,377,5,3,5,7,1
24,96843.0,60,1544,6,11,10,2,0
64,56551.0,48,138,2,1,4,4,2
49,70053.0,38,1012,8,5,10,5,1
52,71670.0,8,1766,5,3,6,6,0
36,44359.0,19,45,2,0,4,3,2
62,40887.0,32,161,3,1,3,9,2
